"positive","negative"
"k@rma, squatting in the park to tie shoelaces in very tight denim shorts, shorts riding low and tight creating extreme camel toe and ass exposure, photorealistic, hyperrealistic, detailed skin texture and pores, natural lighting, candid authentic accidental moment, realistic fabric tension physics and movement, amateur photography, slight film grain, sharp focus, natural skin imperfections","deformed, mutated, extra limbs, bad anatomy, poorly drawn hands, extra fingers, fused fingers, long neck, bad proportions, gross proportions, malformed limbs, missing arms, missing legs, extra arms, extra legs, mutated hands, bad hands, mutation, deformed, ugly, blurry, bad art, low quality, lowres, error, missing fingers, cropped, worst quality, jpeg artifacts, signature, watermark, username, out of focus, censored, bar censor, mosaic censor, deformed eyes, bad eyes, plastic skin, doll-like, overexposed, underexposed, cartoon, 3d render, illustration, painting, drawing, sketch, text, logo, brand, words, letters, numbers, clothing intact properly covering body, no wardrobe malfunction, panties visible, bra visible, properly dressed, modest clothing"
"k@rma, adjusting seating position on a low couch in a mini skirt, skirt hiking up unintentionally exposing bare pussy completely, photorealistic, hyperrealistic, detailed skin texture and pores, natural lighting, candid authentic accidental moment, realistic fabric tension physics and movement, amateur photography, slight film grain, sharp focus, natural skin imperfections","deformed, mutated, extra limbs, bad anatomy, poorly drawn hands, extra fingers, fused fingers, long neck, bad proportions, gross proportions, malformed limbs, missing arms, missing legs, extra arms, extra legs, mutated hands, bad hands, mutation, deformed, ugly, blurry, bad art, low quality, lowres, error, missing fingers, cropped, worst quality, jpeg artifacts, signature, watermark, username, out of focus, censored, bar censor, mosaic censor, deformed eyes, bad eyes, plastic skin, doll-like, overexposed, underexposed, cartoon, 3d render, illustration, painting, drawing, sketch, text, logo, brand, words, letters, numbers, clothing intact properly covering body, no wardrobe malfunction, panties visible, bra visible, properly dressed, modest clothing"
"k@rma, running late and sprinting in baggy gym shorts with no panties, shorts riding up during movement flashing full rear view, photorealistic, hyperrealistic, detailed skin texture and pores, natural lighting, candid authentic accidental moment, realistic fabric tension physics and movement, amateur photography, slight film grain, sharp focus, natural skin imperfections","deformed, mutated, extra limbs, bad anatomy, poorly drawn hands, extra fingers, fused fingers, long neck, bad proportions, gross proportions, malformed limbs, missing arms, missing legs, extra arms, extra legs, mutated hands, bad hands, mutation, deformed, ugly, blurry, bad art, low quality, lowres, error, missing fingers, cropped, worst quality, jpeg artifacts, signature, watermark, username, out of focus, censored, bar censor, mosaic censor, deformed eyes, bad eyes, plastic skin, doll-like, overexposed, underexposed, cartoon, 3d render, illustration, painting, drawing, sketch, text, logo, brand, words, letters, numbers, clothing intact properly covering body, no wardrobe malfunction, panties visible, bra visible, properly dressed, modest clothing"
"k@rma, leaning over a balcony railing to look down, thin silk robe slipping open at the front revealing breasts and nipples, photorealistic, hyperrealistic, detailed skin texture and pores, natural lighting, candid authentic accidental moment, realistic fabric tension physics and movement, amateur photography, slight film grain, sharp focus, natural skin imperfections","deformed, mutated, extra limbs, bad anatomy, poorly drawn hands, extra fingers, fused fingers, long neck, bad proportions, gross proportions, malformed limbs, missing arms, missing legs, extra arms, extra legs, mutated hands, bad hands, mutation, deformed, ugly, blurry, bad art, low quality, lowres, error, missing fingers, cropped, worst quality, jpeg artifacts, signature, watermark, username, out of focus, censored, bar censor, mosaic censor, deformed eyes, bad eyes, plastic skin, doll-like, overexposed, underexposed, cartoon, 3d render, illustration, painting, drawing, sketch, text, logo, brand, words, letters, numbers, clothing intact properly covering body, no wardrobe malfunction, panties visible, bra visible, properly dressed, modest clothing"
"k@rma, reaching under a car seat for a fallen item while wearing a loose button up shirt, top gaping with full areola and nipple exposure, photorealistic, hyperrealistic, detailed skin texture and pores, natural lighting, candid authentic accidental moment, realistic fabric tension physics and movement, amateur photography, slight film grain, sharp focus, natural skin imperfections","deformed, mutated, extra limbs, bad anatomy, poorly drawn hands, extra fingers, fused fingers, long neck, bad proportions, gross proportions, malformed limbs, missing arms, missing legs, extra arms, extra legs, mutated hands, bad hands, mutation, deformed, ugly, blurry, bad art, low quality, lowres, error, missing fingers, cropped, worst quality, jpeg artifacts, signature, watermark, username, out of focus, censored, bar censor, mosaic censor, deformed eyes, bad eyes, plastic skin, doll-like, overexposed, underexposed, cartoon, 3d render, illustration, painting, drawing, sketch, text, logo, brand, words, letters, numbers, clothing intact properly covering body, no wardrobe malfunction, panties visible, bra visible, properly dressed, modest clothing"
"k@rma, doing downward dog pose in a yoga class wearing sheer black leggings, everything clearly outlined with deep camel toe, photorealistic, hyperrealistic, detailed skin texture and pores, natural lighting, candid authentic accidental moment, realistic fabric tension physics and movement, amateur photography, slight film grain, sharp focus, natural skin imperfections","deformed, mutated, extra limbs, bad anatomy, poorly drawn hands, extra fingers, fused fingers, long neck, bad proportions, gross proportions, malformed limbs, missing arms, missing legs, extra arms, extra legs, mutated hands, bad hands, mutation, deformed, ugly, blurry, bad art, low quality, lowres, error, missing fingers, cropped, worst quality, jpeg artifacts, signature, watermark, username, out of focus, censored, bar censor, mosaic censor, deformed eyes, bad eyes, plastic skin, doll-like, overexposed, underexposed, cartoon, 3d render, illustration, painting, drawing, sketch, text, logo, brand, words, letters, numbers, clothing intact properly covering body, no wardrobe malfunction, panties visible, bra visible, properly dressed, modest clothing"
"k@rma, bending over to load clothes into a washing machine in a short robe, robe opening from behind with no underwear visible, photorealistic, hyperrealistic, detailed skin texture and pores, natural lighting, candid authentic accidental moment, realistic fabric tension physics and movement, amateur photography, slight film grain, sharp focus, natural skin imperfections","deformed, mutated, extra limbs, bad anatomy, poorly drawn hands, extra fingers, fused fingers, long neck, bad proportions, gross proportions, malformed limbs, missing arms, missing legs, extra arms, extra legs, mutated hands, bad hands, mutation, deformed, ugly, blurry, bad art, low quality, lowres, error, missing fingers, cropped, worst quality, jpeg artifacts, signature, watermark, username, out of focus, censored, bar censor, mosaic censor, deformed eyes, bad eyes, plastic skin, doll-like, overexposed, underexposed, cartoon, 3d render, illustration, painting, drawing, sketch, text, logo, brand, words, letters, numbers, clothing intact properly covering body, no wardrobe malfunction, panties visible, bra visible, properly dressed, modest clothing"
"k@rma, jumping up to reach a high cabinet, crop top lifting completely to show underboob and bouncing breasts, photorealistic, hyperrealistic, detailed skin texture and pores, natural lighting, candid authentic accidental moment, realistic fabric tension physics and movement, amateur photography, slight film grain, sharp focus, natural skin imperfections","deformed, mutated, extra limbs, bad anatomy, poorly drawn hands, extra fingers, fused fingers, long neck, bad proportions, gross proportions, malformed limbs, missing arms, missing legs, extra arms, extra legs, mutated hands, bad hands, mutation, deformed, ugly, blurry, bad art, low quality, lowres, error, missing fingers, cropped, worst quality, jpeg artifacts, signature, watermark, username, out of focus, censored, bar censor, mosaic censor, deformed eyes, bad eyes, plastic skin, doll-like, overexposed, underexposed, cartoon, 3d render, illustration, painting, drawing, sketch, text, logo, brand, words, letters, numbers, clothing intact properly covering body, no wardrobe malfunction, panties visible, bra visible, properly dressed, modest clothing"
"k@rma, sitting on a bar stool and shifting position, short leather skirt sliding up to reveal no panties and full intimate view, photorealistic, hyperrealistic, detailed skin texture and pores, natural lighting, candid authentic accidental moment, realistic fabric tension physics and movement, amateur photography, slight film grain, sharp focus, natural skin imperfections","deformed, mutated, extra limbs, bad anatomy, poorly drawn hands, extra fingers, fused fingers, long neck, bad proportions, gross proportions, malformed limbs, missing arms, missing legs, extra arms, extra legs, mutated hands, bad hands, mutation, deformed, ugly, blurry, bad art, low quality, lowres, error, missing fingers, cropped, worst quality, jpeg artifacts, signature, watermark, username, out of focus, censored, bar censor, mosaic censor, deformed eyes, bad eyes, plastic skin, doll-like, overexposed, underexposed, cartoon, 3d render, illustration, painting, drawing, sketch, text, logo, brand, words, letters, numbers, clothing intact properly covering body, no wardrobe malfunction, panties visible, bra visible, properly dressed, modest clothing"
"k@rma, tripping slightly on uneven pavement while wearing a flowy summer dress, dress blowing up to show bare ass and no underwear, photorealistic, hyperrealistic, detailed skin texture and pores, natural lighting, candid authentic accidental moment, realistic fabric tension physics and movement, amateur photography, slight film grain, sharp focus, natural skin imperfections","deformed, mutated, extra limbs, bad anatomy, poorly drawn hands, extra fingers, fused fingers, long neck, bad proportions, gross proportions, malformed limbs, missing arms, missing legs, extra arms, extra legs, mutated hands, bad hands, mutation, deformed, ugly, blurry, bad art, low quality, lowres, error, missing fingers, cropped, worst quality, jpeg artifacts, signature, watermark, username, out of focus, censored, bar censor, mosaic censor, deformed eyes, bad eyes, plastic skin, doll-like, overexposed, underexposed, cartoon, 3d render, illustration, painting, drawing, sketch, text, logo, brand, words, letters, numbers, clothing intact properly covering body, no wardrobe malfunction, panties visible, bra visible, properly dressed, modest clothing"
"k@rma, doing burpees in the gym wearing a loose tank top and shorts, top flying up with each rep exposing breasts, photorealistic, hyperrealistic, detailed skin texture and pores, natural lighting, candid authentic accidental moment, realistic fabric tension physics and movement, amateur photography, slight film grain, sharp focus, natural skin imperfections","deformed, mutated, extra limbs, bad anatomy, poorly drawn hands, extra fingers, fused fingers, long neck, bad proportions, gross proportions, malformed limbs, missing arms, missing legs, extra arms, extra legs, mutated hands, bad hands, mutation, deformed, ugly, blurry, bad art, low quality, lowres, error, missing fingers, cropped, worst quality, jpeg artifacts, signature, watermark, username, out of focus, censored, bar censor, mosaic censor, deformed eyes, bad eyes, plastic skin, doll-like, overexposed, underexposed, cartoon, 3d render, illustration, painting, drawing, sketch, text, logo, brand, words, letters, numbers, clothing intact properly covering body, no wardrobe malfunction, panties visible, bra visible, properly dressed, modest clothing"
"k@rma, bending over the open trunk of a car to rearrange bags, low rise pants slipping down showing ass crack and more, photorealistic, hyperrealistic, detailed skin texture and pores, natural lighting, candid authentic accidental moment, realistic fabric tension physics and movement, amateur photography, slight film grain, sharp focus, natural skin imperfections","deformed, mutated, extra limbs, bad anatomy, poorly drawn hands, extra fingers, fused fingers, long neck, bad proportions, gross proportions, malformed limbs, missing arms, missing legs, extra arms, extra legs, mutated hands, bad hands, mutation, deformed, ugly, blurry, bad art, low quality, lowres, error, missing fingers, cropped, worst quality, jpeg artifacts, signature, watermark, username, out of focus, censored, bar censor, mosaic censor, deformed eyes, bad eyes, plastic skin, doll-like, overexposed, underexposed, cartoon, 3d render, illustration, painting, drawing, sketch, text, logo, brand, words, letters, numbers, clothing intact properly covering body, no wardrobe malfunction, panties visible, bra visible, properly dressed, modest clothing"
"k@rma, leaning close to a mirror while fixing hair, oversized sweater slipping off one shoulder revealing full breast and nipple, photorealistic, hyperrealistic, detailed skin texture and pores, natural lighting, candid authentic accidental moment, realistic fabric tension physics and movement, amateur photography, slight film grain, sharp focus, natural skin imperfections","deformed, mutated, extra limbs, bad anatomy, poorly drawn hands, extra fingers, fused fingers, long neck, bad proportions, gross proportions, malformed limbs, missing arms, missing legs, extra arms, extra legs, mutated hands, bad hands, mutation, deformed, ugly, blurry, bad art, low quality, lowres, error, missing fingers, cropped, worst quality, jpeg artifacts, signature, watermark, username, out of focus, censored, bar censor, mosaic censor, deformed eyes, bad eyes, plastic skin, doll-like, overexposed, underexposed, cartoon, 3d render, illustration, painting, drawing, sketch, text, logo, brand, words, letters, numbers, clothing intact properly covering body, no wardrobe malfunction, panties visible, bra visible, properly dressed, modest clothing"
"k@rma, adjusting position in a hot tub wearing a white bikini, top becoming transparent when wet with nipples clearly visible, photorealistic, hyperrealistic, detailed skin texture and pores, natural lighting, candid authentic accidental moment, realistic fabric tension physics and movement, amateur photography, slight film grain, sharp focus, natural skin imperfections","deformed, mutated, extra limbs, bad anatomy, poorly drawn hands, extra fingers, fused fingers, long neck, bad proportions, gross proportions, malformed limbs, missing arms, missing legs, extra arms, extra legs, mutated hands, bad hands, mutation, deformed, ugly, blurry, bad art, low quality, lowres, error, missing fingers, cropped, worst quality, jpeg artifacts, signature, watermark, username, out of focus, censored, bar censor, mosaic censor, deformed eyes, bad eyes, plastic skin, doll-like, overexposed, underexposed, cartoon, 3d render, illustration, painting, drawing, sketch, text, logo, brand, words, letters, numbers, clothing intact properly covering body, no wardrobe malfunction, panties visible, bra visible, properly dressed, modest clothing"
"k@rma, performing walking lunges in super tight shorts, fabric wedging deeply creating very pronounced camel toe, photorealistic, hyperrealistic, detailed skin texture and pores, natural lighting, candid authentic accidental moment, realistic fabric tension physics and movement, amateur photography, slight film grain, sharp focus, natural skin imperfections","deformed, mutated, extra limbs, bad anatomy, poorly drawn hands, extra fingers, fused fingers, long neck, bad proportions, gross proportions, malformed limbs, missing arms, missing legs, extra arms, extra legs, mutated hands, bad hands, mutation, deformed, ugly, blurry, bad art, low quality, lowres, error, missing fingers, cropped, worst quality, jpeg artifacts, signature, watermark, username, out of focus, censored, bar censor, mosaic censor, deformed eyes, bad eyes, plastic skin, doll-like, overexposed, underexposed, cartoon, 3d render, illustration, painting, drawing, sketch, text, logo, brand, words, letters, numbers, clothing intact properly covering body, no wardrobe malfunction, panties visible, bra visible, properly dressed, modest clothing"
"k@rma, reaching overhead in a tight button-down shirt, multiple buttons popping open accidentally revealing cleavage and one nipple, photorealistic, hyperrealistic, detailed skin texture and pores, natural lighting, candid authentic accidental moment, realistic fabric tension physics and movement, amateur photography, slight film grain, sharp focus, natural skin imperfections","deformed, mutated, extra limbs, bad anatomy, poorly drawn hands, extra fingers, fused fingers, long neck, bad proportions, gross proportions, malformed limbs, missing arms, missing legs, extra arms, extra legs, mutated hands, bad hands, mutation, deformed, ugly, blurry, bad art, low quality, lowres, error, missing fingers, cropped, worst quality, jpeg artifacts, signature, watermark, username, out of focus, censored, bar censor, mosaic censor, deformed eyes, bad eyes, plastic skin, doll-like, overexposed, underexposed, cartoon, 3d render, illustration, painting, drawing, sketch, text, logo, brand, words, letters, numbers, clothing intact properly covering body, no wardrobe malfunction, panties visible, bra visible, properly dressed, modest clothing"
"k@rma, bending forward to smell flowers in a garden wearing a low cut sundress, dress top falling open with areola reveal, photorealistic, hyperrealistic, detailed skin texture and pores, natural lighting, candid authentic accidental moment, realistic fabric tension physics and movement, amateur photography, slight film grain, sharp focus, natural skin imperfections","deformed, mutated, extra limbs, bad anatomy, poorly drawn hands, extra fingers, fused fingers, long neck, bad proportions, gross proportions, malformed limbs, missing arms, missing legs, extra arms, extra legs, mutated hands, bad hands, mutation, deformed, ugly, blurry, bad art, low quality, lowres, error, missing fingers, cropped, worst quality, jpeg artifacts, signature, watermark, username, out of focus, censored, bar censor, mosaic censor, deformed eyes, bad eyes, plastic skin, doll-like, overexposed, underexposed, cartoon, 3d render, illustration, painting, drawing, sketch, text, logo, brand, words, letters, numbers, clothing intact properly covering body, no wardrobe malfunction, panties visible, bra visible, properly dressed, modest clothing"
"k@rma, cleaning under furniture on hands and knees in pajama shorts, shorts riding up and gaping open with no panties, photorealistic, hyperrealistic, detailed skin texture and pores, natural lighting, candid authentic accidental moment, realistic fabric tension physics and movement, amateur photography, slight film grain, sharp focus, natural skin imperfections","deformed, mutated, extra limbs, bad anatomy, poorly drawn hands, extra fingers, fused fingers, long neck, bad proportions, gross proportions, malformed limbs, missing arms, missing legs, extra arms, extra legs, mutated hands, bad hands, mutation, deformed, ugly, blurry, bad art, low quality, lowres, error, missing fingers, cropped, worst quality, jpeg artifacts, signature, watermark, username, out of focus, censored, bar censor, mosaic censor, deformed eyes, bad eyes, plastic skin, doll-like, overexposed, underexposed, cartoon, 3d render, illustration, painting, drawing, sketch, text, logo, brand, words, letters, numbers, clothing intact properly covering body, no wardrobe malfunction, panties visible, bra visible, properly dressed, modest clothing"
"k@rma, walking up outdoor stairs in a short windblown dress, gust lifting the hem completely to flash no underwear, photorealistic, hyperrealistic, detailed skin texture and pores, natural lighting, candid authentic accidental moment, realistic fabric tension physics and movement, amateur photography, slight film grain, sharp focus, natural skin imperfections","deformed, mutated, extra limbs, bad anatomy, poorly drawn hands, extra fingers, fused fingers, long neck, bad proportions, gross proportions, malformed limbs, missing arms, missing legs, extra arms, extra legs, mutated hands, bad hands, mutation, deformed, ugly, blurry, bad art, low quality, lowres, error, missing fingers, cropped, worst quality, jpeg artifacts, signature, watermark, username, out of focus, censored, bar censor, mosaic censor, deformed eyes, bad eyes, plastic skin, doll-like, overexposed, underexposed, cartoon, 3d render, illustration, painting, drawing, sketch, text, logo, brand, words, letters, numbers, clothing intact properly covering body, no wardrobe malfunction, panties visible, bra visible, properly dressed, modest clothing"
"k@rma, doing mountain climbers exercise in a sports bra that shifts during movement, one breast accidentally slipping out, photorealistic, hyperrealistic, detailed skin texture and pores, natural lighting, candid authentic accidental moment, realistic fabric tension physics and movement, amateur photography, slight film grain, sharp focus, natural skin imperfections","deformed, mutated, extra limbs, bad anatomy, poorly drawn hands, extra fingers, fused fingers, long neck, bad proportions, gross proportions, malformed limbs, missing arms, missing legs, extra arms, extra legs, mutated hands, bad hands, mutation, deformed, ugly, blurry, bad art, low quality, lowres, error, missing fingers, cropped, worst quality, jpeg artifacts, signature, watermark, username, out of focus, censored, bar censor, mosaic censor, deformed eyes, bad eyes, plastic skin, doll-like, overexposed, underexposed, cartoon, 3d render, illustration, painting, drawing, sketch, text, logo, brand, words, letters, numbers, clothing intact properly covering body, no wardrobe malfunction, panties visible, bra visible, properly dressed, modest clothing"
"k@rma, leaning over a fence to pet a dog, thin t-shirt stretching and becoming see-through in sunlight with no bra, photorealistic, hyperrealistic, detailed skin texture and pores, natural lighting, candid authentic accidental moment, realistic fabric tension physics and movement, amateur photography, slight film grain, sharp focus, natural skin imperfections","deformed, mutated, extra limbs, bad anatomy, poorly drawn hands, extra fingers, fused fingers, long neck, bad proportions, gross proportions, malformed limbs, missing arms, missing legs, extra arms, extra legs, mutated hands, bad hands, mutation, deformed, ugly, blurry, bad art, low quality, lowres, error, missing fingers, cropped, worst quality, jpeg artifacts, signature, watermark, username, out of focus, censored, bar censor, mosaic censor, deformed eyes, bad eyes, plastic skin, doll-like, overexposed, underexposed, cartoon, 3d render, illustration, painting, drawing, sketch, text, logo, brand, words, letters, numbers, clothing intact properly covering body, no wardrobe malfunction, panties visible, bra visible, properly dressed, modest clothing"
"k@rma, reaching for a book on a high shelf while on a step stool, mini skirt riding up with full upskirt exposure, photorealistic, hyperrealistic, detailed skin texture and pores, natural lighting, candid authentic accidental moment, realistic fabric tension physics and movement, amateur photography, slight film grain, sharp focus, natural skin imperfections","deformed, mutated, extra limbs, bad anatomy, poorly drawn hands, extra fingers, fused fingers, long neck, bad proportions, gross proportions, malformed limbs, missing arms, missing legs, extra arms, extra legs, mutated hands, bad hands, mutation, deformed, ugly, blurry, bad art, low quality, lowres, error, missing fingers, cropped, worst quality, jpeg artifacts, signature, watermark, username, out of focus, censored, bar censor, mosaic censor, deformed eyes, bad eyes, plastic skin, doll-like, overexposed, underexposed, cartoon, 3d render, illustration, painting, drawing, sketch, text, logo, brand, words, letters, numbers, clothing intact properly covering body, no wardrobe malfunction, panties visible, bra visible, properly dressed, modest clothing"
